Datetime,Close,High,Low,Open,Volume
,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
2026-05-19 03:45:00+00:00,943.7999877929688,944.5,942.4000244140625,942.4000244140625,0
2026-05-19 03:46:00+00:00,944.7000122070312,944.9000244140625,942.7999877929688,943.7999877929688,122678
2026-05-19 03:47:00+00:00,944.7000122070312,945.2999877929688,943.2999877929688,944.7000122070312,97456
2026-05-19 03:48:00+00:00,944.0,944.5,943.5,944.2999877929688,82172
2026-05-19 03:49:00+00:00,944.5999755859375,944.9000244140625,943.5999755859375,944.0999755859375,59971
2026-05-19 03:50:00+00:00,943.4000244140625,945.0,943.2000122070312,944.9000244140625,92883
2026-05-19 03:51:00+00:00,941.9000244140625,943.5999755859375,940.5999755859375,943.5999755859375,115344
2026-05-19 03:52:00+00:00,942.7999877929688,943.7999877929688,941.9000244140625,942.2999877929688,60008
2026-05-19 03:53:00+00:00,943.2999877929688,943.5,942.7999877929688,943.0999755859375,40074
2026-05-19 03:54:00+00:00,943.7999877929688,943.7999877929688,942.5999755859375,943.0999755859375,67871
2026-05-19 03:55:00+00:00,942.9000244140625,943.5999755859375,942.2000122070312,943.2000122070312,61618
2026-05-19 03:56:00+00:00,943.2000122070312,943.5999755859375,942.0999755859375,942.5999755859375,88213
2026-05-19 03:57:00+00:00,943.7999877929688,943.9000244140625,942.7999877929688,943.4000244140625,122619
2026-05-19 03:58:00+00:00,943.0,944.0,941.7000122070312,944.0,91165
2026-05-19 03:59:00+00:00,944.0,944.2999877929688,942.7999877929688,942.7999877929688,50563
2026-05-19 04:00:00+00:00,943.7999877929688,944.4000244140625,943.7999877929688,944.0,65408
2026-05-19 04:01:00+00:00,943.4000244140625,944.2000122070312,942.7999877929688,943.7999877929688,61400
2026-05-19 04:02:00+00:00,942.5999755859375,943.7999877929688,942.5999755859375,943.2999877929688,56047
2026-05-19 04:03:00+00:00,942.0,942.9000244140625,942.0,942.7000122070312,54688
2026-05-19 04:04:00+00:00,941.5999755859375,942.0999755859375,941.5999755859375,941.9000244140625,66646
2026-05-19 04:05:00+00:00,940.9000244140625,941.5999755859375,940.7000122070312,941.5,77009
2026-05-19 04:06:00+00:00,941.9000244140625,942.2000122070312,939.5,940.7000122070312,194025
2026-05-19 04:07:00+00:00,944.2000122070312,944.2000122070312,941.7000122070312,942.0,110749
2026-05-19 04:08:00+00:00,943.4000244140625,944.7999877929688,943.0999755859375,944.2000122070312,155193
2026-05-19 04:09:00+00:00,944.4000244140625,944.4000244140625,943.2999877929688,943.5,43394
2026-05-19 04:10:00+00:00,945.0,945.5,944.2999877929688,944.2999877929688,76521
2026-05-19 04:11:00+00:00,945.0999755859375,945.2999877929688,944.4000244140625,944.7000122070312,55112
2026-05-19 04:12:00+00:00,945.7000122070312,946.0,945.0,945.0999755859375,69033
2026-05-19 04:13:00+00:00,946.5,947.2000122070312,945.7000122070312,946.0,83934
2026-05-19 04:14:00+00:00,946.0999755859375,946.5999755859375,945.9000244140625,946.4000244140625,80044
2026-05-19 04:15:00+00:00,945.0999755859375,946.7000122070312,945.0999755859375,946.0,43608
2026-05-19 04:16:00+00:00,945.4000244140625,946.0,945.0999755859375,945.5999755859375,47846
2026-05-19 04:17:00+00:00,945.7000122070312,946.2000122070312,945.2000122070312,945.7999877929688,18092
2026-05-19 04:18:00+00:00,945.0999755859375,945.9000244140625,945.0,945.5999755859375,26909
2026-05-19 04:19:00+00:00,945.4000244140625,945.4000244140625,944.7000122070312,945.4000244140625,49356
2026-05-19 04:20:00+00:00,945.7999877929688,946.0,945.4000244140625,945.5,50819
2026-05-19 04:21:00+00:00,945.5,945.9000244140625,945.0999755859375,945.7000122070312,29233
2026-05-19 04:22:00+00:00,945.4000244140625,945.5999755859375,945.0,945.4000244140625,46246
2026-05-19 04:23:00+00:00,945.4000244140625,945.7999877929688,945.0,945.2999877929688,39982
2026-05-19 04:24:00+00:00,945.9000244140625,946.2999877929688,945.2999877929688,945.4000244140625,45691
2026-05-19 04:25:00+00:00,945.2000122070312,946.0,945.0999755859375,945.9000244140625,48907
2026-05-19 04:26:00+00:00,945.4000244140625,945.4000244140625,943.7000122070312,945.2000122070312,68270
2026-05-19 04:27:00+00:00,946.0999755859375,946.4000244140625,945.2999877929688,945.2999877929688,39781
2026-05-19 04:28:00+00:00,946.0,946.2999877929688,945.7999877929688,945.7999877929688,40334
2026-05-19 04:29:00+00:00,944.5,946.0,944.5,945.9000244140625,34684
2026-05-19 04:30:00+00:00,945.4000244140625,945.5,944.5999755859375,944.5999755859375,39583
2026-05-19 04:31:00+00:00,946.0,946.2000122070312,945.2999877929688,945.5,38528
2026-05-19 04:32:00+00:00,946.0,946.5,946.0,946.0,29476
2026-05-19 04:33:00+00:00,946.2999877929688,946.4000244140625,945.9000244140625,945.9000244140625,28210
2026-05-19 04:34:00+00:00,945.9000244140625,946.4000244140625,945.9000244140625,946.2000122070312,38523
2026-05-19 04:35:00+00:00,947.0,947.5,945.9000244140625,945.9000244140625,82761
2026-05-19 04:36:00+00:00,947.0999755859375,947.5,946.7999877929688,947.2000122070312,31607
2026-05-19 04:37:00+00:00,946.5,947.2999877929688,945.9000244140625,947.2000122070312,54732
2026-05-19 04:38:00+00:00,946.7000122070312,947.2999877929688,946.4000244140625,946.5,55192
2026-05-19 04:39:00+00:00,946.7000122070312,947.0999755859375,946.5,946.5,18756
2026-05-19 04:40:00+00:00,946.7999877929688,947.0999755859375,946.5,946.9000244140625,21172
2026-05-19 04:41:00+00:00,947.9000244140625,948.0,946.7000122070312,946.7000122070312,66156
