Datetime,Close,High,Low,Open,Volume
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2026-05-19 03:45:00+00:00,1177.0,1179.9000244140625,1163.0,1163.0,0
2026-05-19 03:46:00+00:00,1181.800048828125,1183.5,1177.199951171875,1177.199951171875,312774
2026-05-19 03:47:00+00:00,1184.699951171875,1184.699951171875,1182.0999755859375,1182.0999755859375,244151
2026-05-19 03:48:00+00:00,1187.9000244140625,1188.300048828125,1184.199951171875,1185.5999755859375,340079
2026-05-19 03:49:00+00:00,1191.0999755859375,1191.9000244140625,1186.9000244140625,1187.0,347406
2026-05-19 03:50:00+00:00,1189.300048828125,1192.4000244140625,1187.300048828125,1191.5,203542
2026-05-19 03:51:00+00:00,1196.0,1196.0,1188.800048828125,1188.9000244140625,650773
2026-05-19 03:52:00+00:00,1196.0999755859375,1196.0999755859375,1194.0,1195.5999755859375,231789
2026-05-19 03:53:00+00:00,1195.199951171875,1197.199951171875,1194.5,1196.0999755859375,169957
2026-05-19 03:54:00+00:00,1191.199951171875,1196.800048828125,1191.199951171875,1195.300048828125,217350
2026-05-19 03:55:00+00:00,1189.300048828125,1191.5,1188.5999755859375,1191.199951171875,119364
2026-05-19 03:56:00+00:00,1187.800048828125,1190.5,1186.0,1189.199951171875,151479
2026-05-19 03:57:00+00:00,1190.199951171875,1190.800048828125,1187.0999755859375,1187.5999755859375,136277
2026-05-19 03:58:00+00:00,1191.4000244140625,1192.0999755859375,1190.199951171875,1190.199951171875,90952
2026-05-19 03:59:00+00:00,1192.300048828125,1192.5999755859375,1190.0999755859375,1190.699951171875,77555
2026-05-19 04:00:00+00:00,1192.4000244140625,1193.699951171875,1192.199951171875,1192.5,79893
2026-05-19 04:01:00+00:00,1192.0,1193.199951171875,1190.5,1192.800048828125,63947
2026-05-19 04:02:00+00:00,1191.699951171875,1193.0,1191.0999755859375,1192.4000244140625,34765
2026-05-19 04:03:00+00:00,1191.699951171875,1192.0,1191.300048828125,1191.699951171875,54978
2026-05-19 04:04:00+00:00,1193.300048828125,1194.9000244140625,1191.5999755859375,1191.699951171875,259903
2026-05-19 04:05:00+00:00,1195.0,1195.5999755859375,1192.699951171875,1193.300048828125,124879
2026-05-19 04:06:00+00:00,1193.5999755859375,1196.0999755859375,1193.199951171875,1195.0,257778
2026-05-19 04:07:00+00:00,1195.699951171875,1195.699951171875,1193.800048828125,1194.0,84677
2026-05-19 04:08:00+00:00,1194.0999755859375,1195.800048828125,1194.0,1195.0999755859375,68867
2026-05-19 04:09:00+00:00,1191.699951171875,1194.5999755859375,1190.5999755859375,1194.5999755859375,82876
2026-05-19 04:10:00+00:00,1193.0,1193.0999755859375,1191.300048828125,1191.9000244140625,45145
2026-05-19 04:11:00+00:00,1191.300048828125,1193.9000244140625,1190.699951171875,1193.300048828125,77469
2026-05-19 04:12:00+00:00,1191.0999755859375,1191.5999755859375,1190.800048828125,1191.4000244140625,55606
2026-05-19 04:13:00+00:00,1191.5,1192.300048828125,1191.0999755859375,1191.0999755859375,43839
2026-05-19 04:14:00+00:00,1193.5999755859375,1194.0,1191.800048828125,1191.9000244140625,51744
2026-05-19 04:15:00+00:00,1193.5,1194.0,1193.300048828125,1193.5999755859375,51175
2026-05-19 04:16:00+00:00,1192.800048828125,1194.5,1191.9000244140625,1193.300048828125,60443
2026-05-19 04:17:00+00:00,1190.5,1192.9000244140625,1190.199951171875,1192.300048828125,72241
2026-05-19 04:18:00+00:00,1189.0,1190.800048828125,1188.5,1190.4000244140625,90547
2026-05-19 04:19:00+00:00,1189.699951171875,1189.699951171875,1189.0,1189.300048828125,49145
2026-05-19 04:20:00+00:00,1188.5999755859375,1189.699951171875,1188.300048828125,1189.699951171875,91381
2026-05-19 04:21:00+00:00,1189.9000244140625,1190.800048828125,1188.4000244140625,1188.800048828125,62650
2026-05-19 04:22:00+00:00,1189.0,1190.699951171875,1188.800048828125,1189.4000244140625,77117
2026-05-19 04:23:00+00:00,1189.300048828125,1190.0999755859375,1188.800048828125,1189.199951171875,57954
2026-05-19 04:24:00+00:00,1190.0,1190.0999755859375,1189.0999755859375,1189.199951171875,38515
2026-05-19 04:25:00+00:00,1190.5999755859375,1190.800048828125,1189.5,1190.0,42661
2026-05-19 04:26:00+00:00,1190.699951171875,1191.5,1190.4000244140625,1190.699951171875,61158
2026-05-19 04:27:00+00:00,1190.5999755859375,1191.0,1190.199951171875,1190.699951171875,44474
2026-05-19 04:28:00+00:00,1190.199951171875,1191.0999755859375,1190.199951171875,1190.699951171875,55560
2026-05-19 04:29:00+00:00,1189.5999755859375,1190.199951171875,1189.0999755859375,1190.199951171875,51405
2026-05-19 04:30:00+00:00,1192.199951171875,1192.300048828125,1189.699951171875,1189.699951171875,41526
